,StationFront,Year,Tmean,Smean,Lmean,Tmin,Smin,Lmin,Tmax,Smax,Lmax,Tsd,Ssd,Lsd,Counts,SpecCode,Cover,Latitude,Longitude
30067,CRMS3680,2011,25.22985896,12.44278561,-0.223587212,1.55,2.36,-1.69,35.13,18.02,1.69,5.837370851,3.274075273,0.484375693,4254,Aaustralis,0.049,29.51235,-89.79173
30082,CRMS3680,2013,23.60657459,12.02299724,-0.165679098,1.21,7.98,-1.58,35.3,21.24,1.18,6.118003863,2.947430918,0.482101422,4344,Aaustralis,0.002,29.51235,-89.79173
30091,CRMS3680,2014,23.36512915,7.798295664,-0.429838561,2.84,1.53,-1.8,35.15,16.9,1.08,6.490249308,4.188189004,0.493754789,4336,Aaustralis,0.011,29.51235,-89.79173
30107,CRMS3680,2015,24.83081262,8.414963168,-0.369891805,0.69,1.55,-1.819,35.86,17.39,0.774,6.486644396,4.097070023,0.473624571,4344,Aaustralis,0.025,29.51235,-89.79173
30120,CRMS3680,2016,24.75325778,5.02514652,-0.021424222,5.48,1.25,-1.684,34.93,10.66,1.663,5.620783535,1.502354911,0.509745958,4368,Aaustralis,0.005,29.51235,-89.79173
30132,CRMS3680,2017,24.85467397,11.53309976,-0.167746472,9.16,4.43,-1.727,35.57,16.47,2.283,4.555793295,3.331538193,0.541707118,4110,Aaustralis,0.01,29.51235,-89.79173
30188,CRMS3800,2009,28.73617684,9.858538813,-0.222718971,20.36,7.16,-1.11,34.48,12.9,1.18,2.632848391,1.238305571,0.448785502,2409,Aaustralis,0.236,29.83896,-89.66672
30197,CRMS3800,2010,23.72200506,4.446008287,-0.130766575,4.73,1.81,-1.63,34.79,6.25,1.57,7.492815287,1.180969503,0.48148868,4344,Aaustralis,0.129,29.83896,-89.66672
30202,CRMS3800,2011,25.1641989,7.096095764,-0.217219153,4.22,2.34,-1.64,34.93,11.65,1.18,6.074803987,1.812413968,0.428851769,4344,Aaustralis,0.004,29.83896,-89.66672
30214,CRMS3800,2013,23.42046809,5.054617021,-0.174331915,6.1,3.42,-1.33,34.02,8.4,0.93,7.239431001,0.994101764,0.53646173,2350,Aaustralis,0.029,29.83896,-89.66672
30222,CRMS3800,2014,23.55387981,3.876633663,0.029422749,6.43,2.29,-0.909,33.51,6.33,1.201,6.026799915,0.931720471,0.402093696,4343,Aaustralis,0.011,29.83896,-89.66672
30227,CRMS3800,2015,24.7113674,4.112028085,0.078463398,7.2,1.64,-1.016,33.85,6.46,1.201,6.193762516,1.195531556,0.446394429,4344,Aaustralis,0.006,29.83896,-89.66672
30320,CRMS3913,2017,24.14756,0.175865882,0.072457176,12.55,0.03,-1.136,37.53,1.16,2.63,4.275104135,0.114948456,0.62890998,4250,Aaustralis,0.037,30.16557,-90.47925
30344,CRMS3985,2009,24.76454273,0.758949551,0.215001152,7.9,0.2,-1.41,34.4,2.84,1.86,5.734966965,0.546902044,0.498173328,4341,Aaustralis,0.002,29.7175,-90.14901
30368,CRMS3985,2010,23.62446907,0.826523546,0.211528163,3.8,0.2,-1.24,34.5,3.9,2.03,7.052586169,0.605520369,0.640709691,4332,Aaustralis,0.009,29.7175,-90.14901
30380,CRMS3985,2011,24.76866636,0.929810798,0.173343332,4,0.2,-1.56,33.7,2.5,1.7,6.096751752,0.441063389,0.491365382,4334,Aaustralis,0.002,29.7175,-90.14901
30420,CRMS3985,2013,23.48395258,0.771837017,0.294189687,10.18,0.15,-1.26,33.99,1.89,1.58,5.924967143,0.407490181,0.481023869,4344,Aaustralis,0.002,29.7175,-90.14901
30466,CRMS3985,2015,24.39992591,0.654321224,0.129809273,8.88,0.14,-1.468,34.65,2.1,1.462,6.000999201,0.386986702,0.508403529,4184,Aaustralis,0.005,29.7175,-90.14901
30824,CRMS4016,2009,22.89219124,0.192970046,0.006799078,8.38,0.1,-2.07,32,0.3,1.92,6.039189364,0.021168973,0.694413393,4340,Aaustralis,0.003,29.56315,-91.38552
30883,CRMS4016,2012,23.0364366,0.182160055,-0.181970649,9.3,0.1,-1.974,31.7,0.4,1.696,5.169964869,0.057891175,0.535678156,4361,Aaustralis,0.007,29.56315,-91.38552
30932,CRMS4016,2015,22.68470074,0.150646869,0.018915746,7.52,0.09,-2.409,32.18,0.25,1.947,6.86078608,0.040572357,0.703375354,4344,Aaustralis,0.002,29.56315,-91.38552
31003,CRMS4045,2009,25.1320419,0.783100829,-0.511894107,10.39,0.25,-2.252,34.95,11.39,0.828,5.74844827,1.068093381,0.457933155,4344,Aaustralis,0.009,29.38169,-91.01051
31017,CRMS4045,2010,24.55867476,0.52593189,-0.403936114,8.43,0.13,-1.81,34.35,9.44,1.23,6.741258509,0.847212146,0.487402001,3788,Aaustralis,0.035,29.38169,-91.01051
31028,CRMS4045,2011,23.95384854,0.701844032,-0.534698761,2.73,0.2,-2.26,34.17,8.45,0.83,6.573560199,0.779574692,0.474104672,3552,Aaustralis,0.033,29.38169,-91.01051
31055,CRMS4045,2012,23.45907749,0.643920664,-0.440584256,9.02,0.17,-1.68,30.92,11.25,0.58,4.659671131,0.946364104,0.357877853,3252,Aaustralis,0.002,29.38169,-91.01051
31081,CRMS4045,2013,23.64222376,0.290637661,-0.380133517,10.38,0.12,-1.68,33.42,2.97,0.63,5.743832266,0.262503197,0.394606255,4344,Aaustralis,0.003,29.38169,-91.01051
31143,CRMS4045,2015,24.73037293,0.29587477,-0.563398711,7.56,0.12,-2.106,34.23,2.7,0.558,6.422136036,0.254475517,0.427868354,4344,Aaustralis,0.01,29.38169,-91.01051
31147,CRMS4045,2016,24.52048077,0.301852106,-0.208037546,9.61,0.11,-1.459,33.1,5.73,1.263,5.498536108,0.405958008,0.412409546,4368,Aaustralis,0.016,29.38169,-91.01051
31175,CRMS4045,2017,25.23534761,0.876832413,-0.286601059,14.76,0.11,-1.501,34.3,9.47,2.076,4.379397064,1.182121324,0.486752811,4344,Aaustralis,0.0075,29.38169,-91.01051
31204,CRMS4094,2009,23.92991943,2.364924033,-0.536549263,9.25,0.04,-3.01,34.15,5.75,1.69,6.161156863,0.827844266,0.652272771,4344,Aaustralis,0.05,30.38572,-90.14679
31237,CRMS4094,2010,22.80858195,0.854917127,-0.380570902,3.85,0.02,-2.06,34.9,2.51,2.09,7.604660484,0.36537862,0.680518823,4344,Aaustralis,0.008,30.38572,-90.14679
31252,CRMS4094,2011,23.94077916,2.014114799,-0.421770401,3.84,0.03,-1.99,34.05,4.76,1.84,6.507215264,0.925702626,0.614417248,4338,Aaustralis,0.012,30.38572,-90.14679
31268,CRMS4094,2012,24.09798535,1.474812271,-0.171964286,6.97,0.03,-1.88,33.84,4.14,2.19,5.042012528,0.674679282,0.58501663,4368,Aaustralis,0.005,30.38572,-90.14679
31455,CRMS4103,2009,24.77844418,2.326180523,-0.023644181,9.94,0.49,-1.69,37.6,8.1,1.73,5.719852726,1.887381652,0.490769271,4210,Aaustralis,0.0185,29.6575,-90.04173
31471,CRMS4103,2010,24.85437666,0.945557029,0.046027188,8.9,0.2,-1.397,36.5,3,1.873,7.612565379,0.688194808,0.633539443,3016,Aaustralis,0.00025,29.6575,-90.04173
31516,CRMS4103,2012,25.9103702,0.731202575,0.095789147,3.6,0.2,-1.307,36.6,3.4,1.473,5.280771787,0.399072006,0.405392886,4349,Aaustralis,0.006,29.6575,-90.04173
31518,CRMS4103,2013,23.9201827,1.34947271,0.069828862,4.06,0.66,-1.33,35.02,3.04,1.24,5.884936937,0.562456691,0.469460559,4324,Aaustralis,0.004,29.6575,-90.04173
31590,CRMS4103,2016,24.48508471,1.451192766,0.085949863,6.35,0.95,-1.383,32.55,4.34,1.448,5.053238652,0.422228456,0.50330144,4368,Aaustralis,0.003,29.6575,-90.04173
31609,CRMS4103,2017,24.39073912,2.201980198,0.000371633,15.55,0.45,-1.212,30.81,6.6,2.414,3.620571124,1.265407974,0.526899688,4343,Aaustralis,0.001,29.6575,-90.04173
31676,CRMS4110,2009,24.29087636,0.196153032,-0.783523961,10.17,0,-1.7,36.58,3.94,1.17,6.088752642,0.331134015,0.53842087,3777,Aaustralis,0.002,30.20187,-89.66672
31683,CRMS4110,2010,23.48771636,0.18475988,-0.632588794,4.99,0.01,-1.63,35.64,4.01,1.35,7.841784567,0.316033127,0.566340386,3998,Aaustralis,0.003,30.20187,-89.66672
31783,CRMS4110,2013,22.16540605,0.197270543,-0.505353196,10.74,0.01,-1.67,33.11,3.2,1.33,6.250578301,0.328734947,0.579121713,4162,Aaustralis,0.015,30.20187,-89.66672
31927,CRMS4218,2009,25.14444228,1.243548466,0.008441305,6.56,0.21,-0.89,38.17,8.99,1.78,5.653539083,1.31055217,0.400316813,4106,Aaustralis,0.027,29.56315,-90.16674
31938,CRMS4218,2010,24.80716248,1.452895641,0.100805812,3.76,0.11,-0.81,37.73,16.49,1.87,6.921184009,1.875880108,0.482494247,3785,Aaustralis,0.008,29.56315,-90.16674
31991,CRMS4218,2014,25.003685,0.836605,-0.373525,5.35,0.22,-1.036,37.08,4.82,0.634,7.735273835,0.545284413,0.335458926,2000,Aaustralis,0.004,29.56315,-90.16674
32000,CRMS4218,2015,25.05180991,0.631015083,-0.222825712,3.37,0.18,-1.142,39.5,3.59,1.017,6.486747209,0.420981423,0.435620929,4177,Aaustralis,0.002,29.56315,-90.16674
32032,CRMS4218,2017,25.43228091,1.738140692,0.037188299,8.96,0.13,-1.076,38.63,14.65,2.186,4.792679186,2.031481237,0.509820951,4222,Aaustralis,0.002,29.56315,-90.16674
32049,CRMS4245,2010,20.30997698,1.324166667,-0.142679558,5.33,0.14,-0.85,27.26,3.85,1.52,5.825478434,0.874910657,0.425853752,4344,Aaustralis,0.005,29.67202,-90.13549
32089,CRMS4245,2013,20.91482616,1.623149896,0.052942666,14.81,1.05,-0.65,26.32,2.58,1.12,3.905198735,0.347953982,0.317831057,4343,Aaustralis,0.004,29.67202,-90.13549
32143,CRMS4355,2009,20.77377104,2.996402346,-0.303878123,16.4,2.27,-1.06,26.77,4.91,1.33,2.81176609,0.58864858,0.344314818,3922,Aaustralis,0.4,29.83896,-89.82298
32188,CRMS4355,2013,19.66205801,2.028084715,0.071841621,13.61,0.94,-0.53,24.98,3.29,1.29,3.518841185,0.494451197,0.284603803,4344,Aaustralis,0.248,29.83896,-89.82298
32205,CRMS4355,2014,16.49002118,1.180010589,0.134740558,11.75,0.48,-0.6,24.23,2.52,1,2.79796227,0.506682637,0.210740082,2833,Aaustralis,0.035,29.83896,-89.82298
32219,CRMS4355,2016,19.7458736,0.893560797,0.271812915,14.93,0.42,-0.467,24.65,1.56,2.891,2.830630608,0.407491272,0.499093873,4367,Aaustralis,0.002,29.83896,-89.82298
32245,CRMS4406,2009,24.29464604,3.928023969,-0.397792642,1.59,1.2,-1.7,37.24,12.08,2.84,6.863110559,2.222487843,0.509290031,3588,Aaustralis,0.001,30.20187,-89.72922
32257,CRMS4406,2010,23.001621,2.347174764,-0.223714023,2.41,0.46,-1.6,37.39,8.6,1.56,8.106034695,1.516358325,0.532013677,4343,Aaustralis,0.073,30.20187,-89.72922
32266,CRMS4406,2011,24.20934622,3.980492634,-0.296316759,1.44,1.31,-1.84,35.99,17.46,1.28,6.49420974,1.993932354,0.475608283,4344,Aaustralis,0.001,30.20187,-89.72922
32274,CRMS4406,2013,22.65802716,1.916947514,0.013151473,3.23,0.52,-1.71,37.35,9.67,1.42,6.732544286,1.717503243,0.527476136,4344,Aaustralis,0.001,30.20187,-89.72922
32286,CRMS4406,2014,22.87761861,1.012929526,-0.014760479,1.28,0.37,-1.18,36.39,6.71,1.309,6.727146636,0.783149969,0.468908519,4342,Aaustralis,0.005,30.20187,-89.72922
32317,CRMS4407,2009,24.87524983,1.871752194,-0.561201891,5.17,0.11,-1.11,38.1,7.38,1.29,5.089432976,1.499930811,0.477651762,2962,Aaustralis,0.093,30.22363,-89.72922
32332,CRMS4407,2010,24.42472251,0.983401222,-0.603867108,3.92,0.02,-1.62,37.12,5.53,1.1,7.106028413,0.864625188,0.475908084,3928,Aaustralis,0.098,30.22363,-89.72922
32346,CRMS4407,2011,24.53884242,2.563994917,-0.734230591,0.66,0.1,-1.74,35.91,13.05,0.74,6.560680887,1.940989614,0.450877438,4328,Aaustralis,0.064,30.22363,-89.72922
32370,CRMS4407,2013,23.4748921,0.398813144,-0.451510544,6.57,0.05,-1.27,37.68,2.34,0.89,6.11389778,0.430135154,0.457944211,4078,Aaustralis,0.055,30.22363,-89.72922
32384,CRMS4407,2014,23.37256235,0.201305882,-0.112783059,0.58,0.04,-0.794,37.91,1.28,1.16,7.008403113,0.157973198,0.442388043,4250,Aaustralis,0.002,30.22363,-89.72922
32422,CRMS4407,2016,24.47958751,0.710686695,0.192727945,4.08,0.06,-0.809,36.1,6.82,2.051,5.853752551,0.718151199,0.553171283,4194,Aaustralis,0.02,30.22363,-89.72922
32589,CRMS4551,2011,24.73234811,6.395885527,-0.161292517,4.91,2.25,-1.6,34.54,10.53,1.83,6.258916838,1.997766634,0.636191592,4263,Aaustralis,0.002,29.85348,-89.60422
32674,CRMS4626,2007,29.69278496,1.689988249,-0.423278496,25.35,0.22,-1.83,37.93,12.17,0.73,2.108037141,1.548455815,0.54272098,851,Aaustralis,0.02,29.33814,-89.19796
32793,CRMS6299,2009,23.49692402,4.90476386,0.028661191,4.94,2.18,-0.6,40.02,6.8,1.74,5.817954334,0.797808147,0.479874519,2435,Aaustralis,0.01,30.05059,-90.35142
32900,CRMS6303,2009,26.93751981,4.001729246,-0.153548054,11.4,0.52,-1.74,35.78,18.23,1.42,4.418721096,3.968989673,0.414802293,2903,Aaustralis,0.026,29.47261,-90.19157
32914,CRMS6303,2010,23.72109346,2.650414365,-0.211111878,4.04,0.3,-1.89,35.6,14.03,1.88,7.727297492,3.014763705,0.6090119,4344,Aaustralis,0.083,29.47261,-90.19157
32930,CRMS6303,2011,24.98993776,7.007648686,-0.304506685,3.68,0.61,-1.91,35.06,18.11,1.03,6.414474745,4.266666441,0.457111308,4338,Aaustralis,0.033,29.47261,-90.19157
32946,CRMS6303,2012,25.45161031,3.121929534,-0.116086545,6.13,0.68,-1.47,34.18,15.06,1.28,5.263787427,2.530048895,0.445361921,4229,Aaustralis,0.038,29.47261,-90.19157
32967,CRMS6303,2013,23.63187155,1.908561234,-0.12638582,8.24,0.37,-1.75,34.13,7.38,1.06,6.10505885,1.168903135,0.489181617,4344,Aaustralis,0.004,29.47261,-90.19157
32989,CRMS6303,2014,23.36371317,2.396820902,-0.53478453,4.41,0.41,-1.816,35.21,9.85,0.974,6.510108253,2.197013358,0.447493076,4344,Aaustralis,0.002,29.47261,-90.19157
33010,CRMS6303,2015,24.72644688,1.451416589,-0.50030918,7.31,0.37,-2.028,35.29,5.27,0.837,6.732661253,0.707858803,0.459250048,4292,Aaustralis,0.022,29.47261,-90.19157
33037,CRMS6303,2016,24.72886447,2.335505952,-0.201621566,6.98,0.46,-2.097,35.74,11.88,1.373,5.739652782,1.856302102,0.544547822,4368,Aaustralis,0.009,29.47261,-90.19157
33062,CRMS6303,2017,24.0656866,2.428656276,-0.464170177,12.56,0.36,-1.503,34.9,10.1,0.733,5.578643878,2.098618514,0.41976834,2374,Aaustralis,0.0055,29.47261,-90.19157
33089,CRMS6304,2009,29.51514286,0.2,-0.746,28.99,0.2,-1.61,29.94,0.2,0.53,0.286647677,0,0.62291157,35,Aaustralis,0.003,29.42376,-91.27523
33113,CRMS6304,2010,19.96714319,0.174498158,-0.474716851,6,0.11,-1.74,31.73,0.25,1.54,8.413803457,0.036913207,0.560534483,4344,Aaustralis,0.005,29.42376,-91.27523
33139,CRMS6304,2011,19.72867634,0.189567219,-0.421691989,5.4,0.14,-2.39,31.44,0.74,1.4,7.69497425,0.036535387,0.663515964,4344,Aaustralis,0.003,29.42376,-91.27523
33183,CRMS6304,2013,19.25812802,0.142926548,-0.316543864,9.89,0.09,-1.81,30.36,0.2,1.64,7.221190449,0.022153227,0.567359075,4343,Aaustralis,0.003,29.42376,-91.27523
33239,CRMS6304,2015,19.48244745,0.158161392,-0.548472578,6.31,0.09,-2.311,30.88,0.75,1.227,7.916579578,0.049392903,0.56172196,4139,Aaustralis,0.001,29.42376,-91.27523
